Fire Name,Acres,Ignition Date,Fire Type,Fire ID
CORRAL COMPLEX,13595,2013-08-10,Wildfire,CA4103512348820130810
MEGRAM- ORLEANS,141384,1999-08-23,Wildfire,CA4104812343519990823
CHINA,9132,1987-08-30,Wildfire,CA4105412315719870830
BEAR WALLOW COMPLEX (CARIBOU),12914,2008-06-21,Wildfire,CA4105912302720080621
MEEKS CANYON VMP C,2395,1990-09-29,Prescribed Fire,CA4106412030719900929
BACKBONE,4702,2009-07-02,Wildfire,CA4107012343620090702
IRON AND ALPS COMPLEXES (CAREY),4022,2008-06-21,Wildfire,CA4107312329420080621
LIKELY,12582,2012-09-05,Wildfire,CA4109112047320120905
RUSH,5282,2006-07-24,Wildfire,CA4109112300620060724
ST.CLAIRE,8555,1987-08-30,Wildfire,CA4110812319119870830
DEADHORSE RES. H,2482,1991-09-12,Prescribed Fire,CA4110912027719910912
COYOTE RX,1146,2010-09-15,Prescribed Fire,CA4113012386620100915
COYOTE,1311,2005-09-21,Prescribed Fire,CA4113712382920050921
COYOTE,1824,1998-08-27,Wildfire,CA4113912387919980827
MILL CREEK 1,3994,2018-08-16,Wildfire,CA4114012366020180816
COFFEE COMPLEX,6402,2014-08-02,Wildfire,CA4114112280520140802
REDSPOT,1177,2009-07-05,Wildfire,CA4115812340520090705
BLUE COMPLEX (BLUE),30803,2001-08-09,Wildfire,CA4118212024620010809
CAMPBELL,4803,1990-08-10,Wildfire,CA4118412131019900810
UNNAMED,1333,2017-11-02,Prescribed Fire,CA4119012308020171102
HOTELLING,17616,1987-08-30,Wildfire,CA4119312328919870830
DOE,2463,1987-08-31,Wildfire,CA4119812272519870831
MILL CREEK 4,2870,2009-10-07,Wildfire,CA4120212362120091007
DAY,13750,2014-07-31,Wildfire,CA4122712136220140731
GLASGOW,13496,1987-08-30,Wildfire,CA4123912321119870830
LIGHTNING 97 (BISON),3425,1988-08-10,Wildfire,CA4124512068419880810
BARBER,1420,2003-07-31,Wildfire,CA4125312008820030731
TABLE,2214,1994-07-23,Wildfire,CA4125412043319940723
MARTIN,1325,1992-09-19,Wildfire,CA4125912377919920919
EAGLE,1734,1984-08-09,Wildfire,CA4126012012019840809
WHITES,34506,2014-07-31,Wildfire,CA4126812300220140731
NELSON,2633,1994-08-31,Wildfire,CA4127212044719940831
FORKS,1488,2002-06-09,Wildfire,CA4127312332120020609
NELSON (W-1),4118,2012-08-17,Wildfire,CA4127412046520120817
SOUP COMPLEX,2798,2016-09-17,Wildfire,CA4128112031520160917
EAGLE,2116,2018-07-13,Wildfire,CA4129012012020180713
SALMON RIVER COMPLEX,14959,2013-07-31,Wildfire,CA4130012313520130731
COVE,30884,2017-07-25,Wildfire,CA4130712105620170725
BUTLER,24058,2013-07-31,Wildfire,CA4133312337620130731
ORLEANS COMPLEX,15965,2006-07-24,Wildfire,CA4133612346520060724
BEAR WALLOW COMPLEX (UKONOM),40029,2008-06-20,Unknown,CA4134912330820080620
NIELON,1552,1987-08-31,Wildfire,CA4135112309619870831
SPECIMEN,7156,1994-09-19,Wildfire,CA4136312315119940919
STONE,39455,2018-08-15,Wildfire,CA4139512105720180815
LIGHTNING 120 (CRANK),3546,1987-08-31,Wildfire,CA4139712116519870831
FROG,5257,2015-07-31,Wildfire,CA4139912139220150731
YELLOW 2,53626,1987-08-30,Wildfire,CA4141212331619870830
UNCLES COMPLEX,3794,2006-07-23,Wildfire,CA4141412317720060723
HANCOCK,23299,2006-07-24,Wildfire,CA4142612330620060724
ISLAND,62931,2017-06-26,Wildfire,CA4143512316220170626
HIGH,2919,2006-06-26,Wildfire,CA4144612130920060626
HAYPRESS,21914,2017-08-10,Wildfire,CA4145212338020170811
BELL WEST,1746,1999-05-22,Wildfire,CA4145612142719990522
MUSSOLINI,3109,2002-07-13,Wildfire,CA4146112251620020713
QUAKING,4417,1987-07-15,Wildfire,CA4146512132219870715
PARKER2,7648,2017-08-03,Wildfire,CA4146612032120170803
GULCH,1399,2014-07-03,Wildfire,CA4146612092420140703
NICKOWITZ,8355,2015-08-01,Wildfire,CA4146912375220150801
HOY,1376,2006-07-26,Wildfire,CA4148712239720060726
WOOLEY,3239,2005-09-20,Wildfire,CA4148912327020050920
BEAR WALLOW COMPLEX (ANTHONY MILNE),2175,2008-06-28,Wildfire,CA4150512318420080628
HOTLUM,3171,2006-02-24,Wildfire,CA4151212231520060224
MAN,16919,2014-08-13,Wildfire,CA4152312316420140813
PANTHER,71448,2008-07-22,Wildfire,CA4154112338120080722
LOG,3994,2014-07-31,Wildfire,CA4154812306220140731
BURNEY,1604,2017-07-26,Wildfire,CA4154912328620170726
AMBROSE COMPLEX (DAMON-LONG),24090,1996-08-26,Wildfire,CA4155512125019960826
PEAK,14254,2015-08-02,Wildfire,CA4155612377620150802
RED ROCK,1418,2009-08-21,Wildfire,CA4156612316620090821
UKONOM,4226,2017-07-25,Wildfire,CA4159712349220170725
TITUS,6121,2006-07-23,Wildfire,CA4160912335520060723
KLAMATH,6872,1988-09-11,Wildfire,CA4161212400419880911
SISKIYOU-BLUE 2 COMPLEX (BLUE 2),100823,2008-06-21,Wildfire,CA4161412365820080621
ELK COMPLEX (ELK),1364,2007-07-10,Wildfire,CA4161712327920070710
PONY,3131,2016-06-07,Wildfire,CA4162312355820160607
JACK 1,28007,1994-07-22,Wildfire,CA4162312361019940722
LAKE2,2996,1999-09-25,Wildfire,CA4162412008719990925
HAPPY CAMP COMPLEX (SWILLUP),8723,2001-09-15,Wildfire,CA4162512353920010915
PONY,2191,1995-08-01,Wildfire,CA4163012357719950801
KING TITUS,71390,1987-08-30,Wildfire,CA4163812338919870830
HILL 23 UB 05,2302,2006-10-29,Prescribed Fire,CA4164312170920061029
COUGAR,1943,2011-06-08,Wildfire,CA4165512145820110608
KELSEY,3685,1987-08-30,Wildfire,CA4165612314419870830
STANZA,3091,2002-07-22,Wildfire,CA4166912331420020722
ELK COMPLEX (KING CREEK 2),14201,2007-07-10,Wildfire,CA4168112341420070710
LITTLE DEER,5715,2014-07-31,Wildfire,CA4168212212720140731
S.BOUNDARY,1431,2003-05-06,Prescribed Fire,CA4170012150720030506
TENNANT,3069,2009-07-19,Wildfire,CA4170412201220090719
SAGE,5474,2006-07-24,Wildfire,CA4170812050420060724
VALENTINE RX,2109,2009-10-22,Prescribed Fire,CA4171012146920091022
BIG NASTY RX,4338,2006-10-24,Prescribed Fire,CA4171712155520061024
MODOC COMPLEX (BELL),3156,2001-08-10,Wildfire,CA4172312096320010810
BEAR,1697,1994-07-21,Wildfire,CA4172412354619940721
ACKLEY,10231,2003-07-26,Wildfire,CA4174312132820030726
DALTON 3,2927,1996-08-28,Wildfire,CA4174812106319960828
LAKE,18425,1987-09-01,Wildfire,CA4174812318019870901
LAKE COMPLEX,2106,2012-08-05,Wildfire,CA4175212099720120805
EAST,1287,1999-07-24,Wildfire,CA4175212334019990724
SCHONCHIN,1683,1995-11-01,Prescribed Fire,CA4175312153819951101
CROWDER MOUNTAIN,1018,1990-07-12,Wildfire,CA4175612054919900712
TEN BALD,19635,1987-08-30,Wildfire,CA4175612352619870830
GULCH,10973,1987-08-30,Wildfire,CA4175812328419870830
3 SISTERS,4408,1999-11-02,Prescribed Fire,CA4175912146419991102
NORTH CROWDER,2589,1998-08-22,Wildfire,CA4176212055219980822
COON,5988,2015-08-01,Wildfire,CA4176412395720150801
PINE,24124,1999-08-22,Wildfire,CA4176612101619990822
YELLOW PINE COMPLEX (YELLOW),3829,1999-08-23,Wildfire,CA4177812162219990823
OAK,95692,2017-08-12,Wildfire,CA4178612347520170812
ROSS,3829,1990-08-14,Wildfire,CA4179212152919900814
BEARCAT,2860,1987-08-30,Wildfire,CA4179312283119870830
UNNAMED,5022,2017-08-13,Prescribed Fire,CA4179612108320170813
HAPPY CAMP COMPLEX,118491,2014-08-14,Wildfire,CA4179612337420140814
BEAR,12166,2015-07-31,Wildfire,CA4180012381520150801
ELK COMPLEX (LITTLE GRIDER),2397,2007-07-10,Wildfire,CA4180412341220070710
SCORPION COMPLEX,2769,2011-07-15,Wildfire,CA4180512136320110715
JACK,6062,2008-08-17,Wildfire,CA4181112153020080817
CHINA,2941,1987-08-30,Wildfire,CA4181712327419870830
SLATER,5845,1987-08-30,Wildfire,CA4183412334819870830
CHINA BACK COMPLEX,3162,2007-07-10,Wildfire,CA4184212270320070710
CLEAR,4866,2001-07-03,Wildfire,CA4184912111220010703
ELK LICK,1451,1987-08-30,Wildfire,CA4184912355119870830
STEELE,49153,2017-07-26,Wildfire,CA4185212099120170726
GAP,33940,2016-08-27,Wildfire,CA4185312311520160828
BARK,1897,2000-07-21,Wildfire,CA4186612288320000721
JONES,1257,2001-05-09,Wildfire,CA4186812276120010509
KLAMATHON,38188,2018-07-05,Wildfire,CA4188012254020180705
FORT COMPLEX,24378,2012-08-05,Wildfire,CA4188812325320120805
FORT COPPER,36333,1987-08-30,Wildfire,CA4189812322019870830
ANNIE,2114,2011-08-18,Wildfire,CA4189912012320110818
UNIT 13,1028,2000-12-08,Unknown,CA4190012170920001208
UNIT 13 A,1530,2009-03-19,Unknown,CA4190112170620090319
UNIT 13 A,1448,2002-11-21,Unknown,CA4190112170720021121
MODOC COMPLEX (ROCK),1735,2001-08-09,Wildfire,CA4190312084820010809
HORSE,2602,1996-08-10,Wildfire,CA4190612128619960810
12 B,1934,2000-10-02,Unknown,CA4191912170220001002
CALKR-FY18-RX-KLB-LOWER KLAMATH HFR-UNITS 11A1 11A2 11C,1023,2018-05-16,Prescribed Fire,CA4192012170520180516
RAIL,3025,1984-08-13,Wildfire,CA4192312065019840813
KNF BEAVER,34274,2014-07-30,Wildfire,CA4192412288020140730
LEASE LAND CO OP FIELDS,1385,2009-04-26,Unknown,CA4192912165520090426
THOMPSON,5153,1987-08-30,Wildfire,CA4193012339419870830
CATKR-FY18-RX-KLB-TULE LAKE HFR-SUMP 1A,2270,2018-02-21,Prescribed Fire,CA4193212150720180221
CEDAR,10764,2017-08-08,Wildfire,CA4194712334920170808
IRONGATE,2340,2004-07-24,Wildfire,CA4195112245520040724
NATCHEZ,38800,2018-07-15,Wildfire,CA4195612355120180715
HELLO,1098,2012-08-05,Wildfire,CA4196012323320120805
6 A,1219,2002-09-24,Unknown,CA4196312172520020924
FLETCHER,8168,2007-07-10,Wildfire,CA4197112054520070710
RIMROCK,1704,2017-07-24,Wildfire,CA4197112099820170724
OREMS III,1077,2004-03-22,Unknown,CA4197812162420040322
ABNEY,33465,2017-08-11,Wildfire,CA4198012316420170811
LONGWOOD,10370,1987-08-30,Wildfire,CA4199712363419870830
BUCKEYE,1185,2011-09-25,Wildfire,NV3823411935020110925
SPRING PEAK,13901,2013-08-18,Wildfire,NV3826311825020130818
JACKASS,6324,2006-07-17,Wildfire,NV3859211937620060717
INDIAN,16990,1984-06-28,Wildfire,NV3881711969319840628
AUTUMN HILLS,4012,1996-06-23,Wildfire,NV3893511985819960623
MARTIS,14526,2001-06-17,Wildfire,NV3936512000020010617
MITCHELL CANYON,10037,1984-06-28,Wildfire,NV3961311999619840628
PETERSON,1242,2008-10-26,Wildfire,NV3970811998620081026
RED ROCK,11360,2009-07-15,Wildfire,NV3976511997520090715
PETERSON,4413,1984-07-06,Wildfire,NV3977411998919840706
HALLELUJAH,13040,1994-07-14,Wildfire,NV3980911996619940714
LONG VA,12299,1985-07-08,Wildfire,NV3985111997419850708
RED ROCK,5487,2013-07-01,Wildfire,NV3992012001620130701
TRAILER 1,1441,2009-07-15,Wildfire,NV3992111999320090715
BOOTLEGGER,6508,2006-08-06,Wildfire,NV4000811996920060806
FISH,21860,2001-08-09,Wildfire,NV4003611999320010809
R-4,18047,2017-08-30,Wildfire,NV4069711993420170830
STATELINE,2931,2003-05-17,Prescribed Fire,OR4200112086920030517
BEAVER COMPLEX,35204,2014-07-31,Wildfire,OR4204812234620140731
BARRY POINT,91487,2012-08-06,Wildfire,OR4211012080120120806
BISCUIT COMPLEX (BISCUIT),495308,2002-07-13,Wildfire,OR4244112390420020713
